City,PM2.5,PM10,CO,NO2,SO2,O3,Temperature,Humidity,AQI,Category
Kolkata,216.3,173.6,4.29,46.4,31.5,68.5,23.5,65.7,187.3,Unhealthy
Kolkata,205.8,279.8,0.29,48.9,68.6,107.4,39.5,64.6,174.8,Unhealthy
Chennai,68.0,167.6,2.15,48.1,49.3,14.7,14.4,55.2,91.5,Moderate
Bengaluru,6.0,303.0,3.34,48.0,33.6,61.1,22.6,75.7,115.9,Unhealthy for Sensitive Groups
Bengaluru,162.1,210.0,1.96,9.5,73.9,57.0,28.1,34.6,150.5,Unhealthy
Chennai,194.0,265.5,1.7,86.5,51.5,54.7,11.8,48.9,185.9,Unhealthy
Kolkata,64.4,21.7,3.7,77.6,54.8,99.2,30.7,39.6,85.6,Moderate
Jaipur,67.3,214.7,4.29,101.8,3.0,109.1,30.6,88.8,138.4,Unhealthy for Sensitive Groups
Pune,243.7,37.3,4.11,105.7,14.9,62.6,32.1,57.5,174.3,Unhealthy
Bengaluru,148.6,259.5,3.44,111.3,69.8,19.8,28.3,79.8,192.4,Unhealthy
Patna,188.4,326.2,1.91,40.4,79.0,115.2,10.1,25.2,207.9,Very Unhealthy
Jaipur,107.1,108.0,2.05,25.3,16.5,23.1,25.6,57.7,86.6,Moderate
Jaipur,204.5,73.1,0.45,26.0,61.2,40.0,38.9,50.7,129.3,Unhealthy for Sensitive Groups
Mumbai,31.8,226.4,0.54,14.9,11.7,13.7,10.9,37.6,78.9,Moderate
Patna,7.3,100.5,4.31,81.5,63.6,10.7,16.8,79.4,77.2,Moderate
Chennai,246.8,268.9,4.21,59.4,28.3,63.0,21.9,86.8,242.5,Very Unhealthy
Kolkata,235.5,236.1,1.83,11.6,29.8,49.6,13.2,54.3,193.2,Unhealthy
Patna,11.3,51.8,2.48,114.4,60.6,38.6,24.5,71.5,73.7,Moderate
Hyderabad,106.2,73.9,4.44,115.1,65.4,7.2,21.5,23.4,134.0,Unhealthy for Sensitive Groups
Mumbai,171.1,89.4,2.28,90.0,63.9,52.0,40.1,90.6,139.1,Unhealthy for Sensitive Groups
Mumbai,184.9,109.9,1.04,21.5,42.6,82.2,37.4,57.8,120.2,Unhealthy for Sensitive Groups
Chennai,78.8,238.8,2.56,105.6,15.1,65.2,13.7,69.7,129.5,Unhealthy for Sensitive Groups
Bengaluru,46.8,331.0,3.21,17.1,79.5,8.9,39.7,44.5,135.5,Unhealthy for Sensitive Groups
Hyderabad,59.0,97.6,2.25,108.2,11.6,23.3,27.1,74.4,75.5,Moderate
Patna,218.6,326.8,3.5,74.1,52.2,55.9,33.0,75.2,223.7,Very Unhealthy
Mumbai,241.7,158.6,1.2,34.8,24.7,20.0,20.9,64.4,157.3,Unhealthy
Pune,145.3,53.3,1.55,48.7,59.5,47.0,28.9,34.2,103.1,Unhealthy for Sensitive Groups
Lucknow,83.3,134.1,3.12,96.6,42.5,86.2,17.1,49.6,121.0,Unhealthy for Sensitive Groups
Delhi,82.4,287.5,1.48,30.2,55.0,24.9,19.1,76.0,141.9,Unhealthy for Sensitive Groups
Pune,151.7,115.0,4.46,19.2,79.8,100.4,25.3,82.2,148.8,Unhealthy for Sensitive Groups
Kolkata,19.4,285.5,0.86,87.4,68.1,131.1,17.2,75.2,127.4,Unhealthy for Sensitive Groups
Lucknow,214.9,257.3,1.49,98.7,73.2,26.5,10.7,49.4,193.1,Unhealthy
Kolkata,247.6,267.6,1.88,65.7,24.1,99.0,16.2,84.2,208.9,Very Unhealthy
Lucknow,84.2,279.0,3.92,11.2,74.9,46.0,30.9,63.3,148.1,Unhealthy for Sensitive Groups
Kolkata,76.3,59.2,1.14,91.1,59.4,6.2,33.2,63.2,82.5,Moderate
Patna,97.3,344.1,3.12,24.3,6.4,53.0,25.2,90.9,151.2,Unhealthy
Kolkata,164.3,211.8,4.37,77.1,33.5,9.6,17.7,56.6,182.4,Unhealthy
Lucknow,164.9,137.6,3.17,96.5,53.4,110.0,37.7,68.8,153.7,Unhealthy
Bengaluru,95.0,50.8,0.56,61.3,54.2,73.8,10.7,63.0,80.8,Moderate
Patna,175.0,42.1,2.75,49.2,80.0,99.9,19.5,29.4,126.8,Unhealthy for Sensitive Groups
Mumbai,50.3,286.4,0.28,68.9,43.8,114.6,25.6,58.9,120.9,Unhealthy for Sensitive Groups
Delhi,189.6,80.5,3.03,18.5,69.2,98.9,10.2,53.5,139.3,Unhealthy for Sensitive Groups
Patna,36.6,80.1,0.89,69.7,68.4,9.7,41.4,58.0,56.1,Moderate
Kolkata,47.0,342.2,3.03,33.6,5.6,132.7,38.9,42.0,146.7,Unhealthy for Sensitive Groups
Chennai,146.4,246.3,2.45,118.4,29.5,77.7,16.7,27.4,182.2,Unhealthy
Pune,14.0,58.2,3.88,29.7,12.5,79.5,28.9,40.8,69.8,Moderate
Patna,23.2,96.7,1.84,108.9,33.2,16.2,18.1,51.9,75.3,Moderate
Kolkata,54.9,224.1,1.36,77.8,52.4,101.5,28.0,68.6,114.9,Unhealthy for Sensitive Groups
Patna,107.8,62.2,4.47,54.9,4.0,86.5,12.5,29.3,102.7,Unhealthy for Sensitive Groups
Chennai,104.7,122.0,0.58,109.6,62.7,24.8,35.5,40.5,93.4,Moderate
Jaipur,97.8,45.7,4.18,25.2,58.8,46.4,36.3,56.7,101.5,Unhealthy for Sensitive Groups
Patna,217.0,197.5,2.81,108.1,15.3,132.8,22.5,45.9,203.5,Very Unhealthy
Jaipur,140.2,309.9,1.93,73.1,22.2,97.7,32.8,69.3,164.9,Unhealthy
Hyderabad,185.2,28.0,3.32,117.1,57.2,38.6,29.5,73.0,132.2,Unhealthy for Sensitive Groups
Bengaluru,200.6,180.8,1.39,54.2,75.5,124.0,36.0,42.9,180.2,Unhealthy
Patna,104.6,116.3,0.59,14.1,58.9,132.6,15.3,24.3,104.3,Unhealthy for Sensitive Groups
Patna,232.7,284.8,0.25,114.1,54.8,130.9,14.4,57.3,214.1,Very Unhealthy
Patna,176.0,147.9,2.85,109.8,60.2,101.4,32.5,76.2,159.7,Unhealthy
Kolkata,172.6,24.4,2.13,24.4,74.6,108.1,38.9,33.1,114.0,Unhealthy for Sensitive Groups
Mumbai,130.9,333.8,2.02,48.6,31.1,20.3,39.2,38.7,170.9,Unhealthy
Patna,76.1,174.3,1.34,5.3,51.2,58.1,39.5,89.7,111.3,Unhealthy for Sensitive Groups
Delhi,207.3,22.0,2.19,76.0,40.1,53.0,29.7,44.6,130.2,Unhealthy for Sensitive Groups
Lucknow,90.7,255.6,1.93,6.0,35.6,31.7,26.9,87.4,123.4,Unhealthy for Sensitive Groups
Lucknow,6.7,271.6,1.28,59.1,31.2,54.2,38.6,60.2,89.4,Moderate
Kolkata,165.8,159.4,0.8,90.9,2.5,124.3,32.7,28.3,136.9,Unhealthy for Sensitive Groups
Patna,101.7,262.9,4.07,23.4,17.5,69.7,31.3,39.9,151.5,Unhealthy
Kolkata,126.4,241.8,0.75,91.4,62.9,59.0,33.2,75.6,156.0,Unhealthy
Jaipur,31.9,46.7,0.29,22.9,41.0,108.6,17.6,70.9,37.9,Good
Mumbai,185.7,157.7,1.44,60.9,61.4,38.4,14.9,58.3,143.7,Unhealthy for Sensitive Groups
Kolkata,216.7,348.0,1.26,99.4,17.5,100.4,35.9,72.6,218.0,Very Unhealthy
Delhi,51.2,300.7,2.9,22.1,11.4,59.2,18.8,34.4,119.2,Unhealthy for Sensitive Groups
Patna,156.0,40.9,0.42,51.8,25.9,90.5,17.4,45.2,99.3,Moderate
Delhi,109.6,27.6,0.67,46.8,75.6,101.1,17.9,87.1,72.2,Moderate
Bengaluru,17.8,263.2,1.11,59.3,72.9,18.6,15.9,91.1,94.6,Moderate
Jaipur,32.3,237.4,3.14,93.6,12.2,53.7,35.9,75.7,120.4,Unhealthy for Sensitive Groups
Chennai,96.0,231.1,1.1,49.2,71.2,22.6,33.8,29.0,127.0,Unhealthy for Sensitive Groups
Kolkata,52.3,161.6,0.62,113.3,50.3,45.7,25.2,77.1,94.1,Moderate
Lucknow,15.7,75.2,2.57,34.0,70.4,120.2,39.0,93.1,77.4,Moderate
Kolkata,159.3,49.9,2.08,60.5,42.9,133.6,35.3,32.5,115.9,Unhealthy for Sensitive Groups
Mumbai,76.0,335.0,0.46,116.8,16.8,115.0,25.8,59.9,148.9,Unhealthy for Sensitive Groups
Delhi,45.6,265.2,1.85,94.6,33.3,41.7,15.9,32.0,112.9,Unhealthy for Sensitive Groups
Kolkata,220.4,278.8,2.16,86.4,43.0,46.0,17.1,73.1,207.3,Very Unhealthy
Chennai,59.9,191.4,1.45,78.6,75.5,42.5,14.3,85.5,93.8,Moderate
Bengaluru,247.4,81.4,0.7,79.6,51.3,136.2,20.4,91.0,174.4,Unhealthy
Kolkata,181.9,148.8,2.83,42.3,6.5,115.1,36.4,36.4,170.6,Unhealthy
Bengaluru,67.7,15.3,3.03,104.8,75.2,83.7,33.1,71.6,99.5,Moderate
Kolkata,218.2,225.7,2.57,98.9,19.2,41.3,28.6,80.6,202.0,Very Unhealthy
Jaipur,114.3,258.1,2.07,22.1,39.4,72.0,24.7,81.2,134.3,Unhealthy for Sensitive Groups
Mumbai,125.2,258.0,2.98,7.4,14.7,29.0,22.6,65.6,136.1,Unhealthy for Sensitive Groups
Pune,109.5,164.7,2.97,51.3,58.5,23.5,34.0,20.9,116.2,Unhealthy for Sensitive Groups
Delhi,10.1,291.0,3.48,79.1,5.4,38.5,12.7,30.7,123.9,Unhealthy for Sensitive Groups
Lucknow,199.1,13.2,3.6,67.4,65.8,120.1,12.7,30.4,153.3,Unhealthy
Patna,204.8,114.5,2.26,33.0,44.4,41.1,27.4,21.6,136.6,Unhealthy for Sensitive Groups
Chennai,77.7,183.9,3.8,21.3,73.1,8.2,23.7,31.1,125.6,Unhealthy for Sensitive Groups
Bengaluru,230.8,242.7,3.15,87.2,72.3,71.4,41.7,36.8,227.3,Very Unhealthy
Jaipur,92.5,219.3,0.71,111.2,73.8,125.9,29.3,33.4,134.4,Unhealthy for Sensitive Groups
Hyderabad,49.4,154.6,4.04,84.0,50.7,43.7,38.0,40.3,112.9,Unhealthy for Sensitive Groups
Pune,233.6,285.6,3.26,13.8,2.2,131.0,14.8,69.2,208.6,Very Unhealthy
Kolkata,114.4,280.9,4.4,98.7,10.8,62.7,33.3,30.9,171.7,Unhealthy
Chennai,49.6,140.9,1.57,53.7,56.1,60.9,35.4,45.0,96.0,Moderate
Chennai,98.9,196.8,2.52,61.6,43.8,36.1,12.7,73.6,129.9,Unhealthy for Sensitive Groups
Hyderabad,177.3,90.0,0.21,119.3,3.3,80.4,40.6,89.1,114.5,Unhealthy for Sensitive Groups
Chennai,93.4,298.8,3.55,21.0,37.9,117.8,27.6,89.9,157.2,Unhealthy
Mumbai,207.8,29.0,0.79,115.6,56.9,56.0,10.8,92.4,129.0,Unhealthy for Sensitive Groups
Pune,167.4,35.1,3.8,105.1,4.4,54.3,12.5,25.8,136.5,Unhealthy for Sensitive Groups
Delhi,41.7,72.0,3.4,91.0,56.5,45.4,23.2,45.3,93.8,Moderate
Lucknow,75.3,63.0,3.99,8.7,60.6,72.9,10.3,82.5,98.2,Moderate
Kolkata,140.8,292.0,4.15,62.7,57.3,62.2,15.0,93.0,188.5,Unhealthy
Lucknow,187.1,146.1,0.44,50.1,66.2,136.8,29.4,25.8,152.4,Unhealthy
Jaipur,81.7,228.2,3.76,24.0,64.7,92.3,16.2,28.1,126.5,Unhealthy for Sensitive Groups
Chennai,195.8,124.1,1.23,23.7,10.3,33.6,10.4,88.2,126.3,Unhealthy for Sensitive Groups
Bengaluru,161.4,21.0,1.36,117.3,46.1,81.1,35.3,23.4,110.2,Unhealthy for Sensitive Groups
Mumbai,7.1,131.3,1.41,50.8,17.2,106.5,33.2,93.0,69.8,Moderate
Delhi,86.2,314.8,2.37,62.8,62.5,8.2,35.5,55.8,162.5,Unhealthy
Kolkata,76.1,61.5,2.19,106.8,9.3,102.0,38.3,80.6,95.7,Moderate
Jaipur,248.4,180.6,4.47,75.0,42.8,108.8,24.3,29.8,208.7,Very Unhealthy
Lucknow,214.7,156.5,4.03,94.0,32.2,33.2,29.5,25.6,176.6,Unhealthy
Kolkata,28.9,15.1,3.5,40.6,69.7,112.6,38.6,57.4,63.0,Moderate
Bengaluru,233.8,64.9,1.4,46.8,9.0,29.2,34.7,39.3,141.6,Unhealthy for Sensitive Groups
Jaipur,192.0,160.3,4.17,113.1,77.8,70.9,21.6,41.5,185.3,Unhealthy
Delhi,229.7,53.9,1.78,102.2,76.3,55.4,31.8,57.9,149.3,Unhealthy for Sensitive Groups
Pune,157.1,228.9,3.39,33.2,66.1,6.1,37.3,41.8,155.5,Unhealthy
Kolkata,214.2,85.8,3.96,82.0,29.2,68.2,27.1,81.4,157.2,Unhealthy
Lucknow,184.3,321.9,4.17,93.3,17.6,49.4,20.2,94.7,215.2,Very Unhealthy
Delhi,33.0,164.6,2.54,114.1,13.4,33.8,28.2,94.1,105.1,Unhealthy for Sensitive Groups
Kolkata,234.4,132.9,2.05,59.4,6.2,122.2,40.5,71.3,166.2,Unhealthy
Delhi,25.5,33.5,1.94,39.3,57.6,122.6,26.8,70.2,47.2,Good
Kolkata,27.6,316.6,1.67,91.6,14.8,52.2,23.4,55.7,129.2,Unhealthy for Sensitive Groups
Jaipur,241.6,158.5,4.12,70.6,66.2,80.7,38.6,34.9,209.5,Very Unhealthy
Kolkata,156.0,120.1,4.44,113.0,59.9,104.5,20.1,31.3,163.6,Unhealthy
Lucknow,127.4,117.6,3.61,82.5,22.5,102.5,41.6,90.7,147.7,Unhealthy for Sensitive Groups
Chennai,161.5,206.6,0.36,90.8,16.6,99.0,34.8,65.1,140.6,Unhealthy for Sensitive Groups
Lucknow,238.3,340.4,2.68,6.7,65.5,7.2,38.7,57.7,231.6,Very Unhealthy
Pune,164.0,165.0,1.96,45.5,44.3,75.6,34.5,28.5,136.7,Unhealthy for Sensitive Groups
Mumbai,96.4,197.9,0.9,55.1,24.2,94.0,31.8,67.6,122.9,Unhealthy for Sensitive Groups
Mumbai,248.9,284.0,0.65,79.7,50.1,60.5,25.9,76.4,221.2,Very Unhealthy
Lucknow,160.2,181.1,3.67,81.8,68.4,33.6,34.9,61.4,155.3,Unhealthy
Chennai,237.9,129.2,3.61,58.4,72.8,92.1,35.1,49.7,202.5,Very Unhealthy
Delhi,129.4,101.0,3.03,40.4,72.4,127.8,31.5,20.3,140.8,Unhealthy for Sensitive Groups
Chennai,8.8,62.1,1.81,98.9,66.0,86.0,20.7,91.9,74.9,Moderate
Kolkata,141.2,143.1,2.85,50.2,6.0,130.8,23.7,90.5,136.0,Unhealthy for Sensitive Groups
Bengaluru,103.8,118.2,0.88,31.6,57.4,22.1,13.8,63.3,90.9,Moderate
Patna,210.1,64.1,1.59,15.7,4.0,6.6,34.6,31.5,130.0,Unhealthy for Sensitive Groups
Chennai,230.5,36.8,1.84,90.4,12.2,66.3,30.2,46.9,139.0,Unhealthy for Sensitive Groups
Delhi,77.7,192.0,1.25,94.7,63.3,109.0,31.1,40.6,132.9,Unhealthy for Sensitive Groups
Lucknow,161.4,207.0,0.64,57.8,48.5,19.5,19.0,87.1,131.2,Unhealthy for Sensitive Groups
Pune,211.9,320.3,1.09,16.6,64.0,60.9,25.6,66.9,187.3,Unhealthy
Delhi,96.9,116.6,4.11,98.0,16.0,6.4,15.7,62.5,125.3,Unhealthy for Sensitive Groups
Jaipur,33.7,126.6,1.69,119.4,48.8,5.7,26.7,39.1,71.2,Moderate
Kolkata,12.2,17.8,2.4,22.5,69.6,20.5,16.9,44.6,31.1,Good
Pune,70.6,173.7,4.3,45.1,45.0,44.7,33.8,57.2,123.5,Unhealthy for Sensitive Groups
Kolkata,231.0,95.0,1.05,102.3,58.0,134.9,13.3,79.5,168.2,Unhealthy
Pune,199.6,334.3,2.3,106.5,35.1,105.9,36.1,66.7,221.2,Very Unhealthy
Jaipur,53.9,130.0,4.06,99.2,37.1,125.1,40.7,39.0,113.1,Unhealthy for Sensitive Groups
Mumbai,207.5,229.3,4.35,45.5,4.3,29.3,20.3,79.3,190.5,Unhealthy
Hyderabad,57.7,136.4,0.82,41.2,2.8,97.9,32.9,36.0,81.9,Moderate
Mumbai,225.2,201.0,1.86,74.2,43.1,18.9,18.9,65.6,193.9,Unhealthy
Bengaluru,145.6,229.7,3.13,55.0,65.4,31.8,11.6,57.0,150.1,Unhealthy
Delhi,108.2,52.2,0.94,42.6,31.9,82.8,19.1,68.3,94.7,Moderate
Mumbai,228.4,106.7,3.82,51.3,71.9,128.9,11.3,68.4,169.6,Unhealthy
Bengaluru,208.3,151.1,1.49,41.5,29.0,15.8,34.8,57.0,139.5,Unhealthy for Sensitive Groups
Delhi,175.6,164.6,3.85,116.2,11.5,55.5,29.8,22.2,159.6,Unhealthy
Patna,39.0,347.8,3.9,88.3,19.7,16.9,33.2,80.9,161.2,Unhealthy
Jaipur,247.4,327.6,3.93,34.9,63.2,20.0,40.3,25.6,231.2,Very Unhealthy
Pune,198.9,139.0,3.2,111.4,47.5,21.2,20.2,31.1,174.4,Unhealthy
Mumbai,161.0,237.2,2.44,32.7,39.3,71.2,19.0,77.9,163.8,Unhealthy
Lucknow,69.6,110.7,0.56,69.2,70.1,94.0,33.5,35.4,73.4,Moderate
Hyderabad,19.8,14.5,1.13,99.1,16.7,19.1,16.7,64.3,39.9,Good
Jaipur,191.3,116.0,2.15,22.7,41.4,128.4,17.0,47.3,162.2,Unhealthy
Mumbai,130.8,275.2,1.01,37.0,14.8,46.5,37.8,68.6,135.1,Unhealthy for Sensitive Groups
Mumbai,187.5,91.8,4.04,26.5,4.2,94.4,24.5,39.9,163.4,Unhealthy
Pune,91.8,82.1,1.91,54.5,28.0,64.6,21.8,23.7,88.5,Moderate
Mumbai,52.5,74.4,0.96,36.7,49.4,75.0,13.5,23.7,57.1,Moderate
Pune,58.8,28.1,0.35,35.6,7.1,18.6,17.2,66.5,50.0,Good
Bengaluru,101.3,84.8,3.74,84.5,40.6,28.1,16.5,67.8,120.8,Unhealthy for Sensitive Groups
Mumbai,184.8,42.0,2.36,85.6,39.2,46.2,39.0,37.9,126.2,Unhealthy for Sensitive Groups
Kolkata,45.8,122.9,2.16,115.7,54.0,62.8,10.7,93.1,106.1,Unhealthy for Sensitive Groups
Jaipur,171.4,300.1,2.75,116.5,47.5,70.9,17.9,28.2,210.0,Very Unhealthy
Lucknow,171.6,108.8,1.18,62.9,60.9,109.7,13.2,80.3,130.9,Unhealthy for Sensitive Groups
Jaipur,185.0,346.5,1.31,60.9,30.4,6.8,21.3,73.3,204.1,Very Unhealthy
Delhi,123.7,101.8,2.43,78.6,13.5,60.4,17.0,94.6,113.4,Unhealthy for Sensitive Groups
Patna,64.9,261.9,4.39,46.3,60.1,31.2,40.6,67.9,157.7,Unhealthy
Bengaluru,225.3,162.8,4.32,65.6,22.7,96.7,38.4,49.3,192.6,Unhealthy
Bengaluru,80.8,24.0,2.44,44.5,49.8,63.5,24.6,92.6,85.8,Moderate
Lucknow,32.0,12.8,4.19,21.9,55.1,75.6,19.3,61.9,54.0,Moderate
Delhi,75.6,281.9,0.27,9.7,24.1,85.1,11.7,42.9,113.9,Unhealthy for Sensitive Groups
Kolkata,17.2,56.8,3.98,95.3,41.2,134.4,27.9,91.5,87.2,Moderate
Pune,249.0,76.9,2.72,14.3,19.1,68.9,21.3,80.9,165.6,Unhealthy
Kolkata,102.8,317.4,4.04,110.8,48.6,28.4,23.9,85.7,189.6,Unhealthy
Pune,172.4,77.8,0.78,68.7,25.5,16.6,28.1,67.1,118.2,Unhealthy for Sensitive Groups
Lucknow,196.7,293.5,0.61,65.6,56.1,73.0,31.9,46.8,181.8,Unhealthy
Chennai,108.0,149.5,0.32,69.3,76.7,61.8,34.2,66.1,103.5,Unhealthy for Sensitive Groups
Lucknow,147.2,136.9,2.87,108.5,70.5,12.2,37.0,29.4,151.3,Unhealthy
Bengaluru,202.8,307.5,2.18,11.2,6.3,117.0,30.8,45.0,183.9,Unhealthy
Patna,143.5,244.8,3.92,19.0,47.6,74.0,32.9,72.6,169.5,Unhealthy
Lucknow,186.4,178.4,1.16,82.7,68.5,45.6,19.9,94.2,144.0,Unhealthy for Sensitive Groups
Patna,157.8,78.2,0.49,22.6,70.6,75.2,17.9,27.8,94.5,Moderate
Lucknow,113.7,28.9,0.72,51.5,78.7,115.7,36.9,61.0,95.9,Moderate
